Timestamp(Standard),CH0:Pressure(bar),CH1:Temperature(degC),CH2:Depth(m)
2024-10-07 02:42:00,2.043,24.922,20.3
2024-10-07 02:43:00,2.05,24.922,20.4
2024-10-07 02:44:00,2.058,24.919,20.4
2024-10-07 02:45:00,2.054,24.917,20.4
2024-10-07 02:46:00,2.049,24.92,20.3
2024-10-07 02:47:00,2.053,24.915,20.4
2024-10-07 02:48:00,2.057,24.921,20.4
2024-10-07 02:49:00,2.046,24.918,20.3
2024-10-07 02:50:00,2.053,24.917,20.4
2024-10-07 02:51:00,2.056,24.915,20.4
2024-10-07 02:52:00,2.056,24.916,20.4
2024-10-07 02:53:00,2.068,24.902,20.5
2024-10-07 02:54:00,2.064,24.907,20.5
2024-10-07 02:55:00,2.056,24.915,20.4
2024-10-07 02:56:00,2.062,24.918,20.5
2024-10-07 02:57:00,2.048,24.914,20.3
2024-10-07 02:58:00,2.056,24.916,20.4
2024-10-07 02:59:00,2.056,24.914,20.4
2024-10-07 03:00:00,2.051,24.911,20.4
2024-10-07 03:01:00,2.048,24.913,20.3
2024-10-07 03:02:00,2.049,24.916,20.3
2024-10-07 03:03:00,2.039,24.921,20.2
2024-10-07 03:04:00,2.032,24.922,20.2
2024-10-07 03:05:00,2.034,24.922,20.2
2024-10-07 03:06:00,2.031,24.922,20.2
2024-10-07 03:07:00,2.008,24.921,19.9
2024-10-07 03:08:00,2.016,24.916,20
2024-10-07 03:09:00,2.023,24.912,20.1
2024-10-07 03:10:00,2.008,24.914,19.9
2024-10-07 03:11:00,2.018,24.917,20
2024-10-07 03:12:00,2.01,24.917,20
2024-10-07 03:13:00,2.015,24.919,20
2024-10-07 03:14:00,2.006,24.914,19.9
2024-10-07 03:15:00,2.002,24.917,19.9
2024-10-07 03:16:00,2.009,24.918,20
2024-10-07 03:17:00,2.016,24.92,20
2024-10-07 03:18:00,1.979,24.921,19.7
2024-10-07 03:19:00,2.001,24.921,19.9
2024-10-07 03:20:00,2.003,24.92,19.9
2024-10-07 03:21:00,2.011,24.919,20
2024-10-07 03:22:00,2.014,24.919,20
2024-10-07 03:23:00,2.013,24.919,20
2024-10-07 03:24:00,2.002,24.918,19.9
2024-10-07 03:25:00,2.007,24.918,19.9
2024-10-07 03:26:00,2.004,24.918,19.9
2024-10-07 03:27:00,2.003,24.918,19.9
2024-10-07 03:28:00,1.999,24.918,19.9
2024-10-07 03:29:00,2.018,24.918,20
2024-10-07 03:30:00,2.025,24.917,20.1
2024-10-07 03:31:00,2.027,24.917,20.1
2024-10-07 03:32:00,2.024,24.917,20.1
2024-10-07 03:33:00,2.013,24.917,20
2024-10-07 03:34:00,2.015,24.918,20
2024-10-07 03:35:00,2.017,24.916,20
2024-10-07 03:36:00,2.027,24.916,20.1
2024-10-07 03:37:00,2.015,24.917,20
2024-10-07 03:38:00,2.028,24.917,20.1
2024-10-07 03:39:00,2.044,24.916,20.3
2024-10-07 03:40:00,2.034,24.916,20.2
2024-10-07 03:41:00,2.038,24.916,20.2
2024-10-07 03:42:00,2.033,24.916,20.2
2024-10-07 03:43:00,2.041,24.916,20.3
2024-10-07 03:44:00,2.045,24.916,20.3
2024-10-07 03:45:00,2.046,24.916,20.3
2024-10-07 03:46:00,2.046,24.916,20.3
2024-10-07 03:47:00,2.05,24.916,20.4
2024-10-07 03:48:00,2.032,24.916,20.2
2024-10-07 03:49:00,2.041,24.915,20.3
2024-10-07 03:50:00,2.044,24.916,20.3
2024-10-07 03:51:00,2.044,24.915,20.3
2024-10-07 03:52:00,2.023,24.915,20.1
2024-10-07 03:53:00,2.029,24.915,20.2
2024-10-07 03:54:00,2.032,24.915,20.2
2024-10-07 03:55:00,2.048,24.915,20.3
2024-10-07 03:56:00,2.039,24.915,20.2
2024-10-07 03:57:00,2.042,24.915,20.3
2024-10-07 03:58:00,2.036,24.916,20.2
2024-10-07 03:59:00,2.033,24.915,20.2
2024-10-07 04:00:00,2.042,24.915,20.3
2024-10-07 04:01:00,2.043,24.915,20.3
2024-10-07 04:02:00,2.051,24.915,20.4
2024-10-07 04:03:00,2.039,24.915,20.2
2024-10-07 04:04:00,2.034,24.915,20.2
2024-10-07 04:05:00,2.036,24.915,20.2
2024-10-07 04:06:00,2.044,24.915,20.3
2024-10-07 04:07:00,2.05,24.915,20.4
2024-10-07 04:08:00,2.052,24.915,20.4
2024-10-07 04:09:00,2.065,24.915,20.5
2024-10-07 04:10:00,2.056,24.915,20.4
2024-10-07 04:11:00,2.054,24.915,20.4
2024-10-07 04:12:00,2.054,24.915,20.4
2024-10-07 04:13:00,2.063,24.915,20.5
2024-10-07 04:14:00,2.065,24.915,20.5
2024-10-07 04:15:00,2.058,24.915,20.4
2024-10-07 04:16:00,2.058,24.914,20.4
2024-10-07 04:17:00,2.047,24.911,20.3
2024-10-07 04:18:00,2.051,24.914,20.4
2024-10-07 04:19:00,2.046,24.913,20.3
2024-10-07 04:20:00,2.063,24.914,20.5
2024-10-07 04:21:00,2.076,24.913,20.6
2024-10-07 04:22:00,2.059,24.913,20.4
2024-10-07 04:23:00,2.067,24.913,20.5
2024-10-07 04:24:00,2.081,24.913,20.7
2024-10-07 04:25:00,2.082,24.914,20.7
2024-10-07 04:26:00,2.076,24.914,20.6
2024-10-07 04:27:00,2.083,24.914,20.7
2024-10-07 04:28:00,2.081,24.913,20.7
2024-10-07 04:29:00,2.077,24.913,20.6
2024-10-07 04:30:00,2.087,24.913,20.7
2024-10-07 04:31:00,2.094,24.913,20.8
2024-10-07 04:32:00,2.098,24.913,20.8
2024-10-07 04:33:00,2.098,24.913,20.8
2024-10-07 04:34:00,2.103,24.913,20.9
2024-10-07 04:35:00,2.108,24.914,20.9
2024-10-07 04:36:00,2.097,24.913,20.8
2024-10-07 04:37:00,2.106,24.913,20.9
2024-10-07 04:38:00,2.111,24.913,21
2024-10-07 04:39:00,2.1,24.913,20.9
2024-10-07 04:40:00,2.098,24.913,20.8
2024-10-07 04:41:00,2.113,24.913,21
2024-10-07 04:42:00,2.12,24.913,21.1
2024-10-07 04:43:00,2.111,24.912,21
2024-10-07 04:44:00,2.103,24.913,20.9
2024-10-07 04:45:00,2.116,24.912,21
2024-10-07 04:46:00,2.126,24.912,21.1
2024-10-07 04:47:00,2.118,24.912,21
2024-10-07 04:48:00,2.109,24.912,20.9
2024-10-07 04:49:00,2.115,24.913,21
2024-10-07 04:50:00,2.112,24.913,21
2024-10-07 04:51:00,2.107,24.913,20.9
2024-10-07 04:52:00,2.104,24.913,20.9
2024-10-07 04:53:00,2.104,24.913,20.9
2024-10-07 04:54:00,2.103,24.913,20.9
2024-10-07 04:55:00,2.108,24.913,20.9
2024-10-07 04:56:00,2.104,24.913,20.9
2024-10-07 04:57:00,2.104,24.913,20.9
2024-10-07 04:58:00,2.108,24.913,20.9
2024-10-07 04:59:00,2.081,24.912,20.7
2024-10-07 05:00:00,2.091,24.912,20.8
2024-10-07 05:01:00,2.097,24.912,20.8
2024-10-07 05:02:00,2.092,24.911,20.8
2024-10-07 05:03:00,2.088,24.912,20.7
2024-10-07 05:04:00,2.082,24.911,20.7
2024-10-07 05:05:00,2.105,24.912,20.9
2024-10-07 05:06:00,2.094,24.912,20.8
2024-10-07 05:07:00,2.09,24.912,20.8
2024-10-07 05:08:00,2.085,24.911,20.7
2024-10-07 05:09:00,2.093,24.912,20.8
2024-10-07 05:10:00,2.089,24.912,20.7
2024-10-07 05:11:00,2.086,24.912,20.7
2024-10-07 05:12:00,2.07,24.912,20.6
2024-10-07 05:13:00,2.073,24.912,20.6
2024-10-07 05:14:00,2.101,24.912,20.9
2024-10-07 05:15:00,2.12,24.91,21.1
2024-10-07 05:16:00,2.138,24.911,21.2
2024-10-07 05:17:00,2.113,24.91,21
2024-10-07 05:18:00,2.095,24.91,20.8
2024-10-07 05:19:00,2.066,24.91,20.5
2024-10-07 05:20:00,2.091,24.908,20.8
2024-10-07 05:21:00,2.106,24.908,20.9
2024-10-07 05:22:00,2.117,24.908,21
2024-10-07 05:23:00,2.122,24.909,21.1
2024-10-07 05:24:00,2.104,24.909,20.9
2024-10-07 05:25:00,2.104,24.907,20.9
2024-10-07 05:26:00,2.092,24.907,20.8
2024-10-07 05:27:00,2.104,24.907,20.9
2024-10-07 05:28:00,2.093,24.908,20.8
2024-10-07 05:29:00,2.099,24.909,20.8
2024-10-07 05:30:00,2.086,24.903,20.7
2024-10-07 05:31:00,2.085,24.903,20.7
2024-10-07 05:32:00,2.089,24.903,20.7
2024-10-07 05:33:00,2.087,24.904,20.7
2024-10-07 05:34:00,2.102,24.905,20.9
2024-10-07 05:35:00,2.101,24.907,20.9
2024-10-07 05:36:00,2.096,24.907,20.8
2024-10-07 05:37:00,2.11,24.907,21
2024-10-07 05:38:00,2.102,24.904,20.9
2024-10-07 05:39:00,2.096,24.905,20.8
2024-10-07 05:40:00,2.102,24.904,20.9
2024-10-07 05:41:00,2.109,24.906,20.9
2024-10-07 05:42:00,2.117,24.905,21
2024-10-07 05:43:00,2.115,24.904,21
2024-10-07 05:44:00,2.119,24.905,21
2024-10-07 05:45:00,2.117,24.905,21
2024-10-07 05:46:00,2.117,24.905,21
2024-10-07 05:47:00,2.126,24.905,21.1
2024-10-07 05:48:00,2.117,24.907,21
2024-10-07 05:49:00,2.114,24.907,21
2024-10-07 05:50:00,2.127,24.907,21.1
2024-10-07 05:51:00,2.135,24.907,21.2
2024-10-07 05:52:00,2.127,24.905,21.1
2024-10-07 05:53:00,2.13,24.906,21.2
2024-10-07 05:54:00,2.133,24.906,21.2
2024-10-07 05:55:00,2.161,24.909,21.5
2024-10-07 05:56:00,2.165,24.909,21.5
2024-10-07 05:57:00,2.173,24.909,21.6
2024-10-07 05:58:00,2.177,24.908,21.6
2024-10-07 05:59:00,2.171,24.908,21.6
2024-10-07 06:00:00,2.169,24.907,21.5
2024-10-07 06:01:00,2.169,24.907,21.5
2024-10-07 06:02:00,2.165,24.908,21.5
2024-10-07 06:03:00,2.174,24.908,21.6
2024-10-07 06:04:00,2.187,24.908,21.7
2024-10-07 06:05:00,2.197,24.907,21.8
2024-10-07 06:06:00,2.209,24.906,21.9
2024-10-07 06:07:00,2.202,24.908,21.9
2024-10-07 06:08:00,2.202,24.908,21.9
2024-10-07 06:09:00,2.201,24.908,21.9
2024-10-07 06:10:00,2.206,24.906,21.9
2024-10-07 06:11:00,2.213,24.906,22
2024-10-07 06:12:00,2.197,24.906,21.8
2024-10-07 06:13:00,2.194,24.905,21.8
2024-10-07 06:14:00,2.201,24.908,21.9
2024-10-07 06:15:00,2.194,24.907,21.8
2024-10-07 06:16:00,2.182,24.908,21.7
2024-10-07 06:17:00,2.193,24.909,21.8
2024-10-07 06:18:00,2.197,24.908,21.8
2024-10-07 06:19:00,2.209,24.907,21.9
2024-10-07 06:20:00,2.217,24.907,22
2024-10-07 06:21:00,2.215,24.907,22
2024-10-07 06:22:00,2.222,24.907,22.1
2024-10-07 06:23:00,2.221,24.907,22.1
2024-10-07 06:24:00,2.224,24.907,22.1
2024-10-07 06:25:00,2.223,24.907,22.1
2024-10-07 06:26:00,2.232,24.907,22.2
2024-10-07 06:27:00,2.236,24.907,22.2
2024-10-07 06:28:00,2.22,24.906,22
2024-10-07 06:29:00,2.2,24.906,21.8
2024-10-07 06:30:00,2.2,24.907,21.8
2024-10-07 06:31:00,2.219,24.906,22
2024-10-07 06:32:00,2.215,24.906,22
2024-10-07 06:33:00,2.209,24.906,21.9
2024-10-07 06:34:00,2.2,24.902,21.8
2024-10-07 06:35:00,2.208,24.905,21.9
2024-10-07 06:36:00,2.2,24.897,21.8
2024-10-07 06:37:00,2.195,24.904,21.8
2024-10-07 06:38:00,2.207,24.904,21.9
2024-10-07 06:39:00,2.208,24.902,21.9
2024-10-07 06:40:00,2.211,24.9,22
2024-10-07 06:41:00,2.188,24.902,21.7
2024-10-07 06:42:00,2.194,24.9,21.8
2024-10-07 06:43:00,2.205,24.901,21.9
2024-10-07 06:44:00,2.19,24.904,21.7
2024-10-07 06:45:00,2.203,24.903,21.9
2024-10-07 06:46:00,2.194,24.906,21.8
2024-10-07 06:47:00,2.192,24.905,21.8
2024-10-07 06:48:00,2.174,24.905,21.6
2024-10-07 06:49:00,2.168,24.904,21.5
2024-10-07 06:50:00,2.168,24.905,21.5
2024-10-07 06:51:00,2.161,24.904,21.5
2024-10-07 06:52:00,2.145,24.906,21.3
2024-10-07 06:53:00,2.155,24.907,21.4
2024-10-07 06:54:00,2.15,24.901,21.4
2024-10-07 06:55:00,2.15,24.898,21.4
2024-10-07 06:56:00,2.147,24.899,21.3
2024-10-07 06:57:00,2.142,24.901,21.3
2024-10-07 06:58:00,2.137,24.902,21.2
2024-10-07 06:59:00,2.136,24.903,21.2
2024-10-07 07:00:00,2.133,24.904,21.2
2024-10-07 07:01:00,2.128,24.904,21.1
2024-10-07 07:02:00,2.103,24.904,20.9
2024-10-07 07:03:00,2.132,24.903,21.2
2024-10-07 07:04:00,2.131,24.903,21.2
2024-10-07 07:05:00,2.134,24.903,21.2
2024-10-07 07:06:00,2.123,24.903,21.1
2024-10-07 07:07:00,2.119,24.903,21
2024-10-07 07:08:00,2.129,24.9,21.1
2024-10-07 07:09:00,2.137,24.899,21.2
2024-10-07 07:10:00,2.129,24.897,21.1
2024-10-07 07:11:00,2.132,24.897,21.2
2024-10-07 07:12:00,2.136,24.9,21.2
2024-10-07 07:13:00,2.128,24.901,21.1
2024-10-07 07:14:00,2.124,24.902,21.1
2024-10-07 07:15:00,2.122,24.903,21.1
2024-10-07 07:16:00,2.114,24.906,21
2024-10-07 07:17:00,2.103,24.905,20.9
2024-10-07 07:18:00,2.093,24.905,20.8
2024-10-07 07:19:00,2.084,24.906,20.7
2024-10-07 07:20:00,2.1,24.908,20.9
2024-10-07 07:21:00,2.102,24.908,20.9
2024-10-07 07:22:00,2.091,24.905,20.8
2024-10-07 07:23:00,2.089,24.903,20.7
2024-10-07 07:24:00,2.089,24.904,20.7
2024-10-07 07:25:00,2.092,24.901,20.8
2024-10-07 07:26:00,2.101,24.901,20.9
2024-10-07 07:27:00,2.103,24.902,20.9
2024-10-07 07:28:00,2.114,24.903,21
2024-10-07 07:29:00,2.109,24.903,20.9
2024-10-07 07:30:00,2.099,24.905,20.8
2024-10-07 07:31:00,2.102,24.906,20.9
2024-10-07 07:32:00,2.095,24.908,20.8
2024-10-07 07:33:00,2.101,24.908,20.9
2024-10-07 07:34:00,2.085,24.907,20.7
2024-10-07 07:35:00,2.087,24.906,20.7
2024-10-07 07:36:00,2.084,24.904,20.7
2024-10-07 07:37:00,2.067,24.906,20.5
2024-10-07 07:38:00,2.065,24.906,20.5
2024-10-07 07:39:00,2.057,24.907,20.4
2024-10-07 07:40:00,2.069,24.909,20.5
2024-10-07 07:41:00,2.078,24.909,20.6
2024-10-07 07:42:00,2.067,24.908,20.5
2024-10-07 07:43:00,2.069,24.908,20.5
2024-10-07 07:44:00,2.068,24.909,20.5
2024-10-07 07:45:00,2.07,24.911,20.6
2024-10-07 07:46:00,2.077,24.91,20.6
2024-10-07 07:47:00,2.078,24.91,20.6
2024-10-07 07:48:00,2.072,24.91,20.6
2024-10-07 07:49:00,2.066,24.907,20.5
2024-10-07 07:50:00,2.061,24.907,20.5
2024-10-07 07:51:00,2.059,24.907,20.4
2024-10-07 07:52:00,2.057,24.908,20.4
2024-10-07 07:53:00,2.056,24.91,20.4
2024-10-07 07:54:00,2.057,24.908,20.4
2024-10-07 07:55:00,2.041,24.909,20.3
2024-10-07 07:56:00,2.05,24.911,20.4
2024-10-07 07:57:00,2.046,24.912,20.3
2024-10-07 07:58:00,2.04,24.909,20.3
2024-10-07 07:59:00,2.046,24.911,20.3
2024-10-07 08:00:00,2.049,24.91,20.3
2024-10-07 08:01:00,2.05,24.912,20.4
2024-10-07 08:02:00,2.049,24.915,20.3
2024-10-07 08:03:00,2.057,24.912,20.4
2024-10-07 08:04:00,2.054,24.912,20.4
2024-10-07 08:05:00,2.049,24.911,20.3
2024-10-07 08:06:00,2.056,24.911,20.4
2024-10-07 08:07:00,2.062,24.911,20.5
2024-10-07 08:08:00,2.062,24.911,20.5
2024-10-07 08:09:00,2.06,24.911,20.5
2024-10-07 08:10:00,2.061,24.913,20.5
2024-10-07 08:11:00,2.051,24.911,20.4
2024-10-07 08:12:00,2.049,24.912,20.3
2024-10-07 08:13:00,2.032,24.909,20.2
2024-10-07 08:14:00,2.029,24.91,20.2
2024-10-07 08:15:00,2.033,24.909,20.2
2024-10-07 08:16:00,2.035,24.911,20.2
2024-10-07 08:17:00,2.026,24.91,20.1
2024-10-07 08:18:00,2.038,24.912,20.2
2024-10-07 08:19:00,2.038,24.908,20.2
2024-10-07 08:20:00,2.034,24.908,20.2
2024-10-07 08:21:00,2.044,24.91,20.3
2024-10-07 08:22:00,2.049,24.909,20.3
2024-10-07 08:23:00,2.042,24.908,20.3
2024-10-07 08:24:00,2.052,24.911,20.4
2024-10-07 08:25:00,2.051,24.912,20.4
2024-10-07 08:26:00,2.044,24.908,20.3
2024-10-07 08:27:00,2.047,24.91,20.3
2024-10-07 08:28:00,2.05,24.91,20.4
2024-10-07 08:29:00,2.046,24.911,20.3
2024-10-07 08:30:00,2.048,24.908,20.3
2024-10-07 08:31:00,2.049,24.91,20.3
2024-10-07 08:32:00,2.045,24.913,20.3
2024-10-07 08:33:00,2.046,24.91,20.3
2024-10-07 08:34:00,2.05,24.913,20.4
2024-10-07 08:35:00,2.048,24.912,20.3
2024-10-07 08:36:00,2.037,24.914,20.2
2024-10-07 08:37:00,2.027,24.912,20.1
2024-10-07 08:38:00,2.034,24.912,20.2
2024-10-07 08:39:00,2.025,24.913,20.1
2024-10-07 08:40:00,2.018,24.914,20
2024-10-07 08:41:00,2.017,24.913,20
2024-10-07 08:42:00,2.014,24.913,20
2024-10-07 08:43:00,2.013,24.915,20
2024-10-07 08:44:00,2.016,24.914,20
2024-10-07 08:45:00,2.024,24.914,20.1
2024-10-07 08:46:00,2.029,24.913,20.2
2024-10-07 08:47:00,2.033,24.913,20.2
2024-10-07 08:48:00,2.034,24.916,20.2
2024-10-07 08:49:00,2.032,24.914,20.2
2024-10-07 08:50:00,2.037,24.911,20.2
2024-10-07 08:51:00,2.039,24.915,20.2
2024-10-07 08:52:00,2.035,24.913,20.2
2024-10-07 08:53:00,2.044,24.917,20.3
2024-10-07 08:54:00,2.032,24.914,20.2
2024-10-07 08:55:00,2.031,24.913,20.2
2024-10-07 08:56:00,2.033,24.917,20.2
2024-10-07 08:57:00,2.029,24.915,20.2
2024-10-07 08:58:00,2.023,24.915,20.1
2024-10-07 08:59:00,2.016,24.917,20
2024-10-07 09:00:00,2.014,24.916,20
2024-10-07 09:01:00,2.012,24.917,20
2024-10-07 09:02:00,2.013,24.917,20
2024-10-07 09:03:00,2.009,24.918,20
2024-10-07 09:04:00,2.016,24.918,20
2024-10-07 09:05:00,2.014,24.918,20
2024-10-07 09:06:00,2.029,24.918,20.2
2024-10-07 09:07:00,2.029,24.919,20.2
2024-10-07 09:08:00,2.038,24.922,20.2
2024-10-07 09:09:00,2.037,24.919,20.2
2024-10-07 09:10:00,2.028,24.918,20.1
2024-10-07 09:11:00,2.035,24.92,20.2
2024-10-07 09:12:00,2.03,24.921,20.2
2024-10-07 09:13:00,2.036,24.921,20.2
2024-10-07 09:14:00,2.036,24.921,20.2
2024-10-07 09:15:00,2.025,24.921,20.1
2024-10-07 09:16:00,2.029,24.923,20.2
2024-10-07 09:17:00,2.026,24.922,20.1
2024-10-07 09:18:00,2.033,24.924,20.2
2024-10-07 09:19:00,2.029,24.926,20.2
2024-10-07 09:20:00,2.027,24.922,20.1
2024-10-07 09:21:00,2.035,24.919,20.2
2024-10-07 09:22:00,2.038,24.919,20.2
2024-10-07 09:23:00,2.049,24.921,20.3
2024-10-07 09:24:00,2.052,24.92,20.4
2024-10-07 09:25:00,2.059,24.921,20.4
2024-10-07 09:26:00,2.054,24.926,20.4
2024-10-07 09:27:00,2.058,24.919,20.4
2024-10-07 09:28:00,2.063,24.924,20.5
2024-10-07 09:29:00,2.063,24.928,20.5
2024-10-07 09:30:00,2.067,24.922,20.5
2024-10-07 09:31:00,2.066,24.924,20.5
2024-10-07 09:32:00,2.071,24.922,20.6
2024-10-07 09:33:00,2.058,24.918,20.4
2024-10-07 09:34:00,2.079,24.922,20.6
2024-10-07 09:35:00,2.091,24.923,20.8
2024-10-07 09:36:00,2.093,24.923,20.8
2024-10-07 09:37:00,2.078,24.92,20.6
2024-10-07 09:38:00,2.079,24.922,20.6
2024-10-07 09:39:00,2.079,24.923,20.6
2024-10-07 09:40:00,2.083,24.921,20.7
2024-10-07 09:41:00,2.087,24.924,20.7
2024-10-07 09:42:00,2.096,24.925,20.8
2024-10-07 09:43:00,2.094,24.92,20.8
2024-10-07 09:44:00,2.095,24.923,20.8
2024-10-07 09:45:00,2.088,24.927,20.7
2024-10-07 09:46:00,2.108,24.93,20.9
2024-10-07 09:47:00,2.11,24.928,21
2024-10-07 09:48:00,2.113,24.924,21
2024-10-07 09:49:00,2.119,24.929,21
2024-10-07 09:50:00,2.125,24.923,21.1
2024-10-07 09:51:00,2.129,24.927,21.1
2024-10-07 09:52:00,2.124,24.923,21.1
2024-10-07 09:53:00,2.135,24.924,21.2
2024-10-07 09:54:00,2.149,24.927,21.3
2024-10-07 09:55:00,2.132,24.922,21.2
2024-10-07 09:56:00,2.137,24.924,21.2
2024-10-07 09:57:00,2.149,24.926,21.3
2024-10-07 09:58:00,2.141,24.928,21.3
2024-10-07 09:59:00,2.139,24.93,21.2
2024-10-07 10:00:00,2.134,24.924,21.2
2024-10-07 10:01:00,2.143,24.925,21.3
2024-10-07 10:02:00,2.136,24.929,21.2
2024-10-07 10:03:00,2.119,24.925,21
2024-10-07 10:04:00,2.13,24.933,21.2
2024-10-07 10:05:00,2.137,24.927,21.2
2024-10-07 10:06:00,2.156,24.925,21.4
2024-10-07 10:07:00,2.162,24.93,21.5
2024-10-07 10:08:00,2.178,24.925,21.6
2024-10-07 10:09:00,2.191,24.927,21.8
2024-10-07 10:10:00,2.181,24.926,21.7
2024-10-07 10:11:00,2.185,24.928,21.7
2024-10-07 10:12:00,2.203,24.927,21.9
2024-10-07 10:13:00,2.212,24.924,22
2024-10-07 10:14:00,2.224,24.927,22.1
2024-10-07 10:15:00,2.229,24.928,22.1
2024-10-07 10:16:00,2.231,24.931,22.2
2024-10-07 10:17:00,2.229,24.928,22.1
2024-10-07 10:18:00,2.235,24.928,22.2
2024-10-07 10:19:00,2.24,24.93,22.2
2024-10-07 10:20:00,2.235,24.927,22.2
2024-10-07 10:21:00,2.24,24.927,22.2
2024-10-07 10:22:00,2.226,24.93,22.1
2024-10-07 10:23:00,2.205,24.93,21.9
2024-10-07 10:24:00,2.204,24.933,21.9
2024-10-07 10:25:00,2.202,24.926,21.9
2024-10-07 10:26:00,2.189,24.925,21.7
2024-10-07 10:27:00,2.168,24.923,21.5
2024-10-07 10:28:00,2.161,24.923,21.5
2024-10-07 10:29:00,2.153,24.928,21.4
2024-10-07 10:30:00,2.152,24.925,21.4
2024-10-07 10:31:00,2.144,24.927,21.3
2024-10-07 10:32:00,2.134,24.928,21.2
2024-10-07 10:33:00,2.117,24.929,21
2024-10-07 10:34:00,2.108,24.932,20.9
2024-10-07 10:35:00,2.117,24.931,21
2024-10-07 10:36:00,2.114,24.926,21
2024-10-07 10:37:00,2.128,24.932,21.1
2024-10-07 10:38:00,2.123,24.932,21.1
2024-10-07 10:39:00,2.112,24.925,21
2024-10-07 10:40:00,2.095,24.927,20.8
2024-10-07 10:41:00,2.072,24.93,20.6
2024-10-07 10:42:00,2.054,24.931,20.4
2024-10-07 10:43:00,2.047,24.933,20.3
2024-10-07 10:44:00,2.052,24.931,20.4
2024-10-07 10:45:00,2.057,24.939,20.4
2024-10-07 10:46:00,2.058,24.93,20.4
2024-10-07 10:47:00,2.054,24.93,20.4
2024-10-07 10:48:00,2.052,24.933,20.4
2024-10-07 10:49:00,2.047,24.934,20.3
2024-10-07 10:50:00,2.041,24.93,20.3
2024-10-07 10:51:00,2.049,24.934,20.3
2024-10-07 10:52:00,2.027,24.933,20.1
2024-10-07 10:53:00,2.01,24.932,20
2024-10-07 10:54:00,1.987,24.937,19.7
2024-10-07 10:55:00,1.992,24.934,19.8
2024-10-07 10:56:00,2.006,24.934,19.9
2024-10-07 10:57:00,2.035,24.933,20.2
2024-10-07 10:58:00,2.027,24.937,20.1
2024-10-07 10:59:00,1.994,24.935,19.8
2024-10-07 11:00:00,1.99,24.933,19.8
2024-10-07 11:01:00,2.017,24.935,20
2024-10-07 11:02:00,2.025,24.929,20.1
2024-10-07 11:03:00,2.041,24.932,20.3
2024-10-07 11:04:00,2.034,24.932,20.2
2024-10-07 11:05:00,2.054,24.933,20.4
2024-10-07 11:06:00,2.039,24.934,20.2
2024-10-07 11:07:00,2,24.936,19.9
2024-10-07 11:08:00,1.988,24.934,19.7
2024-10-07 11:09:00,1.94,24.932,19.3
2024-10-07 11:10:00,1.898,24.934,18.8
2024-10-07 11:11:00,1.914,24.934,19
2024-10-07 11:12:00,1.959,24.934,19.5
2024-10-07 11:13:00,1.987,24.937,19.7
2024-10-07 11:14:00,2.011,24.93,20
2024-10-07 11:15:00,2.035,24.932,20.2
2024-10-07 11:16:00,2.062,24.933,20.5
2024-10-07 11:17:00,2.07,24.934,20.6
2024-10-07 11:18:00,2.079,24.931,20.6
2024-10-07 11:19:00,2.051,24.933,20.4
2024-10-07 11:20:00,2.004,24.934,19.9
2024-10-07 11:21:00,1.935,24.933,19.2
2024-10-07 11:22:00,1.799,24.928,17.9
2024-10-07 11:23:00,1.805,24.938,17.9
2024-10-07 11:24:00,1.852,24.938,18.4
2024-10-07 11:25:00,1.839,24.936,18.3
2024-10-07 11:26:00,1.81,24.932,18
2024-10-07 11:27:00,1.775,24.932,17.6
2024-10-07 11:28:00,1.686,24.929,16.7
2024-10-07 11:29:00,1.701,24.933,16.9
2024-10-07 11:30:00,1.606,24.929,15.9
2024-10-07 11:31:00,0.003,23.059,0

# <WISENS>
# 	<PROBE eH0="WiSens TD 1000" eH2="0x5DC6" eH3="2.0.12"/>
# 	<COMMENT eX0="..."/>
# 	<BATTERY eB0="L" eB1="13000 mAh" eB2="2024-02-26T00:00:00"/>
# 	<STATUS eS0="10.0 %" eS1="89.7 %"/>
# 	<SENSOR_0 eS0="P" eS1="Keller" eS2="100 bar" eS3="1">
# 		<CHANNEL_0 eCx="1" eC0="Pressure" eC1="bar" eC2="3" eC4="1" eC5="1013.0">
# 			<CALIBRATION>
# 				<TYPE eT0="Multipoint"/>
# 				<POINT_01 eP0="0.0000" eP1="-0.0"/>
# 			</CALIBRATION>
# 		</CHANNEL_0>
# 	</SENSOR_0>
# 	<SENSOR_2 eS0="T" eS1="" eS2="" eS3="1">
# 		<CHANNEL_0 eCx="1" eC0="Temperature" eC1="degC" eC2="3" eC4="1">
# 			<CALIBRATION>
# 				<TYPE eT0="Polynomial3" eC0="5.82795942e-06" eC1="-4.23511832e-04" eC2="1.01190196e+00" eC3="-1.59494718e-01"/>
# 				<POINT_01 eP0="2.0480" eP1="2.2"/>
# 				<POINT_02 eP0="5.2204" eP1="5.3"/>
# 				<POINT_03 eP0="10.2996" eP1="10.4"/>
# 				<POINT_04 eP0="15.2340" eP1="15.3"/>
# 				<POINT_05 eP0="20.1050" eP1="20.1"/>
# 				<POINT_06 eP0="24.9818" eP1="25.0"/>
# 				<POINT_07 eP0="29.8941" eP1="29.9"/>
# 				<POINT_08 eP0="34.8630" eP1="34.9"/>
# 			</CALIBRATION>
# 		</CHANNEL_0>
# 	</SENSOR_2>
# 	<MEASURE>
# 		<SAMPLING eS0="Continuous"/>
